seq,attempt,step,kind,charged,status,seconds
236,1,18998,A_exact_probe_forward,0,SUCCESS,0.13482
237,1,18999,A_exact_probe_forward,1,RESERVED,
237,1,18999,A_exact_probe_forward,0,SUCCESS,0.133891
238,1,19000,A_exact_probe_forward,1,RESERVED,
238,1,19000,A_exact_probe_forward,0,SUCCESS,0.140914
239,1,19000,D_clone_render_forward,1,RESERVED,
239,1,19000,D_clone_render_forward,0,SUCCESS,0.002253
240,1,19000,D_clone_photo_backward,1,RESERVED,
240,1,19000,D_clone_photo_backward,0,SUCCESS,0.005974
241,1,19000,D_and_R_exact_probe_forward,1,RESERVED,
241,1,19000,D_and_R_exact_probe_forward,0,SUCCESS,0.002154
242,1,19999,timing_mask_head_forward,1,RESERVED,
242,1,19999,timing_mask_head_forward,0,SUCCESS,0.043371
243,1,19999,timing_base_render,1,RESERVED,
243,1,19999,timing_base_render,0,SUCCESS,0.307331
244,1,19999,timing_pair_render,1,RESERVED,
244,1,19999,timing_pair_render,0,SUCCESS,0.002929
245,1,19999,timing_pair_probe,1,RESERVED,
245,1,19999,timing_pair_probe,0,SUCCESS,0.495887
246,1,19999,timing_base_render,1,RESERVED,
246,1,19999,timing_base_render,0,SUCCESS,0.002838
247,1,19999,timing_pair_render,1,RESERVED,
247,1,19999,timing_pair_render,0,SUCCESS,0.003088
248,1,19999,timing_pair_probe,1,RESERVED,
248,1,19999,timing_pair_probe,0,SUCCESS,0.001751
249,1,19999,timing_base_render,1,RESERVED,
249,1,19999,timing_base_render,0,SUCCESS,0.002792
250,1,19999,timing_pair_render,1,RESERVED,
250,1,19999,timing_pair_render,0,SUCCESS,0.003003
251,1,19999,timing_pair_probe,1,RESERVED,
251,1,19999,timing_pair_probe,0,SUCCESS,0.001741
252,1,19999,timing_base_render,1,RESERVED,
252,1,19999,timing_base_render,0,SUCCESS,0.002604
253,1,19999,timing_pair_render,1,RESERVED,
253,1,19999,timing_pair_render,0,SUCCESS,0.003
254,1,19999,timing_pair_probe,1,RESERVED,
254,1,19999,timing_pair_probe,0,SUCCESS,0.001729
